Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	PD-L1
TCGA-BR-4257-01A-01R-1131-13	0.007331622	0	0	0	0	0.115189876	0.144532513	0.019973831	0.015850785	0.028640176	0	0.016284097	0	0.260097988	0.056350828	0.231321728	0.031907802	0	0.012729826	0	9.92E-05	0.059689706	1.696971013
TCGA-BR-8483-01A-31R-2402-13	0.099524071	0	0.057981274	0.074436439	0	0.152730633	0.003221017	0.031994504	0.035162813	0	0	0.007279699	0	0.320314595	0.131516861	0.067619695	0	0	0.018218399	0	0	0	0.344811455
TCGA-R5-A7O7-01A-11R-A33Y-31	0.014605973	0	0.082671981	0.075345784	0	0.373190767	0.047667652	0	0.072168234	0	0.061246592	0	0.000765704	0.018459181	0.053562235	0.00614896	0.001301394	0.032321777	0	0.128902218	0	0.031641547	1.484241263
TCGA-BR-8286-01A-12R-2343-13	0.00554597	0	0.003707613	0.17122766	0	0.092367862	0.044896548	0	0.107103135	0	0	0.037490224	0.008214335	0.118858551	0.063777355	0.153955266	0.077014226	0.00718263	0.012395215	0.093959735	0	0.002303677	0.875752321
TCGA-D7-5578-01A-01R-1602-13	0.020994424	0.024130277	0.206460391	0.124810064	0	0.113252597	0	0.003607411	0.020948336	0	0	0.059076058	0.036321331	0.125943208	0.10162215	0.067186194	0.049734484	0	0.027014855	0.01889822	0	0	1.15269793
TCGA-FP-8099-01A-11R-2343-13	0.032088138	0	0.062059779	0.018327171	0	0.183485074	0	0.004927526	0.060741461	0	0	0.060681843	0	0.237871009	0.109297237	0.146986623	0	0	0.082793043	0	0	0.000741097	0.806485971
TCGA-CG-5726-01A-11R-1602-13	0.00116781	0	0.038088599	0.097042558	0	0.256880471	0.101125835	0.005120317	0.016978687	0	0.013813792	0.009349377	0.013793076	0.149729574	0.06643284	0.120485666	0.063820418	0	0.004810798	0	0.028566049	0.012794131	0.565261383
TCGA-FP-7735-01A-11R-2055-13	0.031763325	0.011147623	0.053299705	0.14869501	0	0.133507021	0.017316755	0.0062959	0.12604774	0	0	0.048085993	0.013493699	0.163715769	0.085456391	0.105656883	0.002942792	0	0.052575395	0	0	0	0.390700138
TCGA-BR-8296-01A-11R-2343-13	0.128774087	0.08490771	0.064076524	0.126622594	0	0.198169802	0.037843735	0	0.112153624	0	0	0	0.003847085	0.066959909	0.053545769	0.050659657	0.00153979	0.032952592	0.037947122	0	0	0	0.930230507
TCGA-FP-A9TM-01A-11R-A39E-31	0.30165035	0.257033281	0.031944176	0.029937077	0	0.172068538	0	0.037417314	0.044316113	0	0	0.005533183	0	0.046995892	0.025868283	0.025710019	0	0.006469647	0.015056126	0	0	0	0.930038251
TCGA-CG-4477-01A-01R-1157-13	0.022137135	0	0.105314356	0.052176159	0	0.14301308	0.157640961	0	0.000728606	0.029070329	0.037339037	0	0	0.034017497	0.089797113	0.14411094	0.000823677	0.085161671	0.010789503	0	0.030396094	0.057483843	7.570145188
TCGA-VQ-A8PM-01A-21R-A414-31	0.011327512	0.068104437	0.261997877	0.073649852	0	0.214315437	0.01888417	0.017170556	0.080574179	0	0	0.010566859	3.78E-06	0.078504131	0.028385817	0.038312238	0.040339113	0.01955307	0.038310971	0	0	0	1.072589959
TCGA-VQ-A8DU-01A-11R-A36D-31	0.075246106	0	0.038546402	0.092895851	0	0.272896873	0	0	0.100873607	0	0	0.086897263	0.00545513	0.112367466	0.061503923	0.067292335	0	0	0.082160726	0	0	0.003864319	0.876254854
TCGA-IN-A6RR-01A-12R-A32D-31	0.077938061	0	0.128851682	0.179066775	0	0.225536129	0.066865075	0.002320076	0.006840317	0	0.078822438	0	0.025803488	0.005557874	0.044455905	0.068012761	0.01080511	0	0	0.079124307	0	0	0.38501829
TCGA-VQ-A8PB-01A-11R-A39E-31	0.047131432	0	0.080649321	0.082302518	0	0.141334178	0.035514127	0.051293994	0.011696251	0	0.001479252	0.017860064	0	0.275075004	0.040575436	0.075155764	0	0	0	0.120654624	0.000150067	0.019127968	0.975408821
TCGA-BR-4201-01A-01R-1131-13	0.026861706	0	0.053436122	0.023610191	0	0.193066994	0.044932489	0	0	0.016007411	0.025920078	0	0	0.119918995	0.058309587	0.200805526	0.008283923	0	0	0.081153811	0.061408056	0.086285112	4.283353571
TCGA-HF-7131-01A-11R-2055-13	0.02077761	0	0.040362814	0	0	0.452296435	0	0	0.018540215	0.005950171	0.053165473	0	0.012310927	0.074829371	0.0360939	0.098920987	0.005166847	0.033887991	0	0.085459586	0	0.062237674	1.890378755
TCGA-CD-8529-01A-11R-2343-13	0.086219062	0	0.06247444	0.111829796	0	0.150549329	0.01312053	0	0.104593343	0	0	0.030645445	0.008974963	0.129234402	0.089474838	0.14633819	0.022184739	0	0.044360922	0	0	0	1.399365486
TCGA-D7-8574-01A-13R-2343-13	0.013429057	0.340240658	0.003596239	0.163971259	0	0.11619061	0.001550635	0.002953144	0.106793258	0.012988294	0	0.052786909	0.008053763	0.043809769	0.026172436	0.07481868	0	0	0.032645289	0	0	0	1.031724303
TCGA-B7-A5TN-01A-21R-A31P-31	0.072483688	0	0.030344218	0.036584431	0	0.264314649	0.012318542	0.000391747	0.127488092	0	0	0.054840296	7.18E-05	0.041191473	0.062920465	0.19003715	0.048078002	0	0.052247905	0	0	0.006687509	0.947272255
TCGA-BR-7957-01A-11R-2203-13	0.077714832	0	0.004872664	0.055461827	0	0.181617555	0.012184191	0.052639554	0.050080525	0	0	0.02087176	0	0.161652419	0.067856192	0.126887128	0.011988751	0	0.15905027	0	0	0.017122333	0.664704118
TCGA-CG-5720-01A-11R-1602-13	0.002072847	0.009383117	0.037270113	0.10137139	0	0.145515638	0.023740427	0.011323707	0.075054115	0	0.032240939	0	0.023981625	0.195286929	0.06452838	0.12085869	0	0	0	0.075734584	0.007329938	0.074307559	1.454363025
TCGA-CD-5800-01A-11R-1602-13	0.133207263	0	0.046896726	0.100080471	0	0.178584206	0.027801989	0.022580312	0.042463743	0	0.016830619	0	0	0.311308347	0.036147875	0.058087175	0	0.026011274	0	0	0	0	0.16011129
TCGA-D7-A4YX-01A-11R-A251-31	0.038987375	0	0.026500679	0.24380554	0	0.062979601	0.147734672	0.047826089	0.022936536	0.04152368	0.007495479	0	0	0.026098272	0.166528151	0.108584027	0	0.013593173	0.041464569	0	0	0.003942157	5.882996963
TCGA-BR-8485-01A-11R-2402-13	0.051403626	0	0.080995672	0.267397383	0	0.165950073	0.065491131	0	0.056142735	0	0	0.031918035	0.011855665	0.122303401	0.028931178	0.063815895	0.003349731	0.006012618	0.044432858	0	0	0	1.097528624
TCGA-BR-6566-01A-11R-1802-13	0	0.000995924	0.041985426	0.101613325	0	0.144538022	0.023967441	0.016937821	0.091836055	0	0	0.06309447	0	0.228916997	0.081011703	0.162231331	0.032325111	0	0	0.00653156	0	0.004014816	1.399979206
TCGA-B7-A5TK-01A-12R-A36D-31	0.009157959	0	0.037488374	0.353757011	0	0	0.208376081	0.012180852	0.004316539	0.010662026	0	0.02155421	0	0.02512645	0.133242425	0.085418553	0.013196601	0.030672644	0.052168932	0	0	0.002681341	21.43240023
TCGA-BR-7197-01A-11R-2203-13	0.081105333	0	0.055830053	0.047108992	0	0.155590678	0	0	0.065575011	0	0	0.009492707	0	0.370742382	0.087569013	0.102610586	0.002408162	0	0.021967081	0	0	0	0.120920656
TCGA-VQ-AA69-01A-11R-A414-31	0.053752587	0	0.01643887	0.202702914	0	0.056980372	0.164776108	0.045669344	0	0	0.091262655	0	0.027776118	0.04955304	0.08716969	0.15348578	0.018941736	0	0	0.009917114	0.021106389	0.000467281	2.501976741
TCGA-D7-6527-01A-11R-1802-13	0.063237823	0	0.246295636	0	0	0.156918584	0.000766394	0	0.040272104	0.02790497	0.008996248	0	0.024893752	0.238215618	0.101876353	0.032963782	0.005851963	0	0.019204306	0.028593013	0	0.004009455	0.464029372
TCGA-VQ-AA68-01A-11R-A414-31	0.138999744	0	0.033969996	0.087322637	0	0.176456723	0.039250546	0.015741746	0.14247923	0	0	0.02052418	0	0.104729408	0.051492338	0.072805847	0.002996728	0.020116992	0.093113885	0	0	0	1.248534765
TCGA-BR-4280-01A-01R-1131-13	0.016076988	0	0.081494812	0.064825973	0	0.133141595	0.191309893	0	0.009512891	0.031353153	0.009288458	0	0.000362836	0.077009669	0.085909928	0.213641746	0.023202283	0	0	0.057532449	0.005337327	0	2.569719252
TCGA-CD-A4MH-01A-11R-A251-31	0.01414997	0	0.168657232	0.087537935	0	0.153915941	0	0.09375244	0.072852953	0	0	0.04818762	0	0.001125976	0.10723072	0.076043462	0.121712337	0	0.04057953	0	0	0.014253886	1.062059287
TCGA-CD-8527-01A-11R-2343-13	0.058849711	0	0.052962029	0.22730137	0	0.056464797	0.06009221	0.052850082	0.077839784	0	0	0.080545053	0.004522115	0.065043671	0.049711336	0.109878152	0	0.059022203	0.038300222	0	0	0.006617263	0.394026633
TCGA-EQ-8122-01A-11R-2343-13	0.083610657	0	0	0.030512739	0	0.037542386	0	0	0.045111433	0	0	0.006076924	0	0.392161554	0.022486022	0.235104418	0	0.072496152	0.026951155	0	0	0.04794656	0.566298123
TCGA-BR-8687-01A-11R-2402-13	0.038336314	0	0.021859949	0.019185854	0	0.366832006	0.003934204	0	0.026432048	0	0	0.025067948	0.003103338	0.035109816	0.072934944	0.198321243	0.127651976	0	0.06123036	0	0	0	0.247295501
TCGA-VQ-AA6G-01A-11R-A414-31	0.094222262	0	0.095742723	0.000849102	0	0.263561575	0	0	0.073874985	0	0.024361807	0	0	0.23541651	0.010816568	0.056425503	0	0.070942181	0	0.061436475	0	0.01235031	2.101124282
TCGA-CD-A4MG-01A-11R-A251-31	0.124530942	0	0.025909236	0.038655848	0	0.193574484	0	0.015321234	0.046018812	0	0	0.014180648	0	0.159096247	0.083705882	0.193793805	0.07296807	0	0.009027205	9.79E-05	0	0.023119641	0.801067523
TCGA-B7-A5TJ-01A-11R-A31P-31	0.043080772	0	0.019040466	0.030467249	0	0.198522546	0	0	0.049197467	0	0.005382966	0.010076436	0	0.458087168	0.042739837	0.116337339	0	0	0.027067753	0	0	0	0.285752262
TCGA-CD-A489-01A-11R-A24K-31	0.129609691	6.08E-05	0.00890056	0.133962609	0	0.275207925	0.01965588	0.003009679	0.046080711	0	0	0.033795969	0.012559677	0.012349001	0.0509882	0.155174918	0.06598123	0	0.050646688	0	0.00026566	0.001750825	1.041171714
TCGA-BR-8680-01A-11R-2402-13	0.044899336	0.003812312	0.033102668	0.159480694	0	0.127590921	0.006233506	0.060765726	0.063081823	0	0.031749452	0	0	0.201646184	0.044531825	0.115449742	0.015836164	0	0	0.06453012	0.027289527	0	0.221455395
TCGA-D7-8576-01A-11R-2343-13	0.034536106	0	0.064226803	0.02551383	0	0.168807051	0.000956477	0.026128605	0.038873336	0	0.00100319	0.005997001	0	0.111154103	0.048609891	0.269077938	0.066863432	0.008495029	0.104283853	0	0	0.025473355	0.726070097
TCGA-BR-6710-01A-11R-1884-13	0	0	0.300561455	0.202125228	0	0.152742496	0	0	0.077295874	0	0	0.024080222	0.00696077	0	0.023379696	0.044066844	0	0.005109544	0.163127383	0	0	0.000550487	0.422917594
TCGA-BR-8284-01A-11R-2343-13	0.062405362	0	0.025404917	0.345138601	0	0.123498071	0.065688115	0.006343146	0.049744841	0.012423196	0	0.025307562	0	0.050534715	0.060139951	0.13012512	0.000787346	0	0.039151454	0	0	0.003307603	1.41222609
TCGA-CG-5723-01A-11R-1602-13	0	0	0.11971393	0.177617851	0	0.019817437	0.191280419	0.030512184	0	0	0.003794209	0.031690798	0.016965058	0.018866797	0.104111511	0.114029824	0.031567819	0.043869648	0	0.067447102	0	0.028715413	4.996325002
TCGA-BR-8590-01A-11R-2402-13	0.049911638	0	0.037536086	0.096328149	0	0.254369561	0.011595165	0.003041362	0.076538706	0	0	0.020410003	0.000368656	0.081486151	0.066884691	0.207809914	0.008085386	0.008877462	0.07675707	0	0	0	1.107834385
TCGA-HU-A4GX-01A-12R-A251-31	0.015637538	0	0.113487475	0.384892222	0	0	0.185533599	0.014112536	0.033842642	0.006183777	0	0	0	0	0.140035586	0.066059831	0.015328904	0	0.023157075	0	0	0.001728814	2.033507157
TCGA-CG-4465-01A-01R-1157-13	0.037623622	0	0.01139012	0.046410297	0	0.144428441	0.05293816	0.00365954	0.058079994	0	0.013711032	0	0	0.079264378	0.122923622	0.326409232	0.018811815	0	4.31E-05	0.021370786	0	0.062935814	2.082370938
TCGA-BR-8677-01A-11R-2402-13	0.012964197	0	0	0.321302305	0	0.031449291	0	0.068221481	0.094453765	0	0	0.087450194	0.019999303	0.035685744	0.207766515	0.053989155	0.020416707	0	0.046301343	0	0	0	3.263502571
TCGA-BR-8365-01A-21R-2343-13	0.081860137	0	0.08212394	0.150403724	0	0.288971586	0	0.01132921	0.044924322	0	0	0.036726636	0.017553215	0	0.054362788	0.136960163	0.022748276	0.007397663	0.064638342	0	0	0	1.166229649
TCGA-CG-5725-01A-11R-1602-13	0.07933184	0	0.098376774	0.234646326	0	0.011988178	0.01178085	0.016149655	0.090151618	0	0	0.018512438	0	0.234566687	0.07615865	0.092443807	0	0	0	0.035893177	0	0	0.357507954
TCGA-D7-8575-01A-11R-2343-13	0.002091725	0.020444054	0.033977358	0	0	0.154359226	0	0.020492085	0.040734805	0.010375102	0.005249995	0.001796391	0	0.574386642	0	0.064189752	0	0.007860876	0	0.058691089	0.002357168	0.002993731	1.634555555
TCGA-BR-A4QL-01A-31R-A251-31	0	0.010990645	0	0.104916801	0	0.303290048	0.066903956	0	0.109098804	0	0	0.134020012	0.005727554	0.093315084	0.05500579	0.089911918	0.026819386	0	0	0	0	0	0.670675127
TCGA-HU-A4H2-01A-11R-A251-31	0.02413702	0.012412967	0.070465023	0.195357482	0	0.115923815	0.064274929	0.024378825	0.109432028	0	0	0.031037732	0.009622432	0.083837182	0.088001612	0.056841718	0.05531257	0.010145146	0.044260725	0	0	0.004558795	0.839995361
TCGA-BR-8060-01A-11R-2343-13	0.003522746	0	0.13790698	0.018890822	0	0.105566924	0.009341106	0.027729549	0.007970153	0.007222982	0	0.070415042	0	0.218564796	0.090457128	0.137300256	0.048248014	0	0	0.096324828	0.020538675	0	2.635564148
TCGA-VQ-A91V-01A-11R-A414-31	0.115820348	0	0.061030822	0.10647484	0	0.302222607	0	0	0.02772267	0	0.014475682	0.02384277	0.011108902	0.03767674	0.044011165	0.13586979	0	0.045204811	0.046527271	0	0	0.028011582	0.448028223
TCGA-BR-7958-01A-21R-2343-13	0.010216824	0	0.025701474	0.314810689	0	0	0.201399506	0.00912603	0.046261937	0	0	0.047085329	0.001410442	0.040921694	0.114797456	0.073945541	0.03105585	0.036972949	0.045359419	0	0	0.000934859	5.352589137
TCGA-CD-A48A-01A-12R-A36D-31	0.038338736	0	0.057199214	0.076600493	0	0.157795189	0.006197052	0.044996318	0.024538735	0	0	0.039936788	0.001648773	0.226989163	0.034557673	0.258107663	0.007558391	0.007625378	0.01653052	0	0.000819651	0.000560263	8.310657727
TCGA-BR-4369-01A-01R-1157-13	0.013644126	0	0.142125527	0.037332769	0	0.295212979	0.053729269	0.000460683	0.035423699	0	0.051039629	0	0.009705714	0.001173607	0.039730957	0.113023979	0.160268196	0	0	0.024392239	0.022736627	0	1.038715074
TCGA-FP-7998-01A-11R-2203-13	0.049260096	0	0.047790302	0.25921576	0	0.028707739	0.095662686	0.010595355	0.067638675	0	0.065664723	0	0	0.140931981	0.117628477	0.083466029	0.003975719	0	0.029462458	0	0	0	28.50556542
TCGA-HF-7132-01A-11R-2055-13	0.011242456	0.070682483	0.087456515	0.154481788	0	0.173531778	0.038625489	0.032028099	0.097920359	0	0	0	0	0.106711927	0.070743713	0.053213264	0.064309861	0	0.024724453	0	0.009663646	0.004664169	2.021403765
TCGA-HU-8604-01A-11R-2402-13	0.003988795	0	0.062417347	0.115359088	0	0.109703616	0.187295588	0.023993524	0.017009251	0	0.069534469	0	0	0.26356853	0.066956267	0.066906454	0.00338764	0	0	0.00987943	0	0	98.26264307
TCGA-BR-6801-01A-11R-1884-13	0.025875307	0	0	0.043131232	0	0.298660651	0	0.006917757	0.070792218	0	0.024698674	0	0.002418525	0.291848031	0.046573198	0.154228204	0	0.008953784	0	0.020081375	0.005821044	0	0.538662115
