"","log2FC","t","B","PValue","FDR"
"CFAP651",-1.02538582897803,-3.35873259070563,-1.15097731737462,0.00100059227746601,0.00809956561521105
"RXFP42",-1.21722730591935,-3.35415178794775,-1.16499479771895,0.0010160794627262,0.00819539464171602
"UGT1A71",-1.50852677638104,-3.35168266919623,-1.17254365741162,0.00102451997724408,0.00824123244949695
"LDB3",-1.26598557615557,-3.35162496226696,-1.17272002866002,0.00102471802627845,0.00824123244949695
"PCDHB6",-1.05253112810968,-3.34817177079186,-1.18326939697338,0.00103663468914253,0.00830626949810061
"GASK1A",-1.10606050888712,-3.3467866744645,-1.18749820707441,0.00104145084408259,0.00833058381126438
"AC078927.11",-1.26322748936682,-3.3386548415802,-1.21229522754824,0.00107015079258749,0.00848437243273991
"RXRG",-1.24293059501968,-3.33800530185272,-1.21427369800268,0.00107247482994689,0.00849263609490481
"MFSD4A",-1.01123349324834,-3.33783855592718,-1.21478154600155,0.00107307220324053,0.00849263609490481
"CNR1",-1.39168229450859,-3.33775225903533,-1.21504436672936,0.00107338148707056,0.00849263609490481
"SMIM23",-1.51878088936849,-3.33623978030932,-1.21964974081291,0.00107881568052203,0.00852181435374726
"NRXN1",-1.30520828465497,-3.33459631364289,-1.22465194167018,0.00108474964197662,0.00856175829427483
"FXYD42",-1.59647307308627,-3.33209717080236,-1.23225451969501,0.00109383162083712,0.0085986707237695
"SCNN1A2",-1.15151502930698,-3.33193010467415,-1.23276257363146,0.00109444127191585,0.00859888594038933
"SPX",-1.17098338803179,-3.33013750609902,-1.23821255898682,0.00110100276140912,0.00862941759743454
"CLEC2L1",-1.56468556995408,-3.32562128286378,-1.25193198964639,0.00111769689661951,0.00871259014581319
"SPATA4",-1.39651668587318,-3.32384587891283,-1.25732097264256,0.00112432415989046,0.00874678488517414
"PLXNB3",-1.10608015440736,-3.32321297021392,-1.25924148099404,0.00112669555577837,0.00875923466713504
"KCNG32",-1.2701890026572,-3.32317926313991,-1.25934375351237,0.00112682198110436,0.00875923466713504
"CNTN2",-1.14582736980224,-3.32017390902726,-1.26845890106868,0.00113814759069859,0.00882618308416594
"AGTR2",-1.58817333482623,-3.31935810696289,-1.27093198677894,0.0011412402184665,0.00884234453338588
"PRR182",-1.4169562643251,-3.31833175832537,-1.27404260134987,0.00114514215612191,0.00885579625409806
"SPEG",-1.19694189270616,-3.31721989966093,-1.27741144757697,0.00114938323985616,0.00887804173278689
"FHL1",-1.06727841503865,-3.3141110282538,-1.28682596247147,0.00116131972004489,0.00894435694055207
"TNNI3K",-1.20059311449141,-3.31409431727851,-1.2868765474763,0.0011613841932889,0.00894435694055207
"XPNPEP22",-1.37043781513403,-3.31151959572338,-1.29466775774277,0.00117135784703489,0.00899792751525935
"PACRG",-1.0670784172672,-3.30944556215508,-1.30094009686072,0.00117945008648087,0.00904584920943818
"NGFR",-1.39619098834357,-3.30921108880704,-1.30164898479469,0.00118036820556854,0.00904933503711402
"FAM189A11",-1.44117576463993,-3.30685178071689,-1.30877953442982,0.00118964367116326,0.00910527081603532
"NKAIN31",-1.45888437049922,-3.30458040581765,-1.31564020847824,0.00119863767545584,0.00914986655738072
"TNXB",-1.05217565692323,-3.30184575265922,-1.32389485447043,0.00120955032982685,0.00920095611747864
"SHISA3",-1.35503205703697,-3.3005328204691,-1.32785590589068,0.00121482247636897,0.00923369155617056
"MAEL2",-1.29844401132154,-3.29689127968187,-1.33883518927485,0.00122955771394785,0.00931180399984941
"LMOD1",-1.25490789545634,-3.29449616650462,-1.34605081684899,0.00123934010743514,0.00935447778693987
"LRRN11",-1.45323602273571,-3.29015060705896,-1.35913096856123,0.00125727437025137,0.00945328907277986
"SCN2A1",-1.14107137920722,-3.28965326097713,-1.36062703805732,0.00125934230197684,0.00946154826492918
"ALPI2",-1.99135103601475,-3.28728786320981,-1.36773974862472,0.00126922096838534,0.00950889051991942
"PHOX2A",-1.55522548621932,-3.28680420676176,-1.3691935548141,0.00127124975422152,0.00951438801865412
"NPW1",-1.19360275463932,-3.28435841996016,-1.3765424499142,0.00128155545870099,0.00957683039754388
"TTR1",-1.84332693345839,-3.28324291091262,-1.3798926791423,0.00128628165679923,0.00960002299083187
"LYNX1",-1.0988422606743,-3.28172940814446,-1.38443664869161,0.00129272006943069,0.00963076451725861
"FAM180A",-1.03114817539641,-3.27884781013526,-1.39308306071738,0.00130506149129397,0.00969311082517771
"BCL2L101",-1.60235180566119,-3.27556203519367,-1.40293427227317,0.00131926795662393,0.00978001946272024
"CREB3L31",-1.59290850898138,-3.27474496439569,-1.40538264756238,0.00132282298173704,0.0097956992343381
"PEG3",-1.01083623126555,-3.27440915950865,-1.40638874409706,0.00132428663612846,0.0097956992343381
"PRELP",-1.25078342264614,-3.27129152700117,-1.41572517284648,0.00133794754766815,0.00987723078023247
"PENK",-1.76422566221567,-3.26914678271318,-1.42214363952245,0.00134742158009196,0.0099396529938832
"SNTN2",-1.2258172262268,-3.26874747571684,-1.4233382257412,0.00134919233866714,0.00994895551886815
"CNTNAP52",-1.40638148466281,-3.26698942793174,-1.42859619536184,0.00135701436803602,0.0099953069621491
"PON12",-1.59395867785668,-3.26642225590838,-1.43029197483359,0.00135954687287302,0.0100101831050956
"HOXA62",-1.2684680292754,-3.26601674816994,-1.43150424142874,0.00136136022298004,0.01001975497449
"NEFL",-1.4335924894061,-3.26343710050011,-1.43921307613545,0.00137294877610394,0.0100936298157336
"C10orf1202",-1.37565410696957,-3.25774982118245,-1.45619002996805,0.00139882323315433,0.0102299103364329
"B4GALNT22",-1.48086149043165,-3.25673878692298,-1.45920537619481,0.00140347025548961,0.0102447030354906
"MT1M",-1.09858903616796,-3.2552451537344,-1.46365856983089,0.00141036177320483,0.0102775988310286
"UGT1A11",-1.77682335443942,-3.25420355061665,-1.46676301777181,0.00141518629846045,0.0102994113943511
"OPN4",-1.22819598344222,-3.2526391401217,-1.47142406148255,0.00142246126779722,0.0103381161374543
"ZNF676",-1.2962759356508,-3.25260442828345,-1.47152746092549,0.00142262308239163,0.0103381161374543
"MEOX2",-1.28635305753934,-3.25226021551725,-1.47255274871508,0.00142422861160062,0.0103459316225651
"SYT3",-1.11134445346515,-3.25123053772969,-1.47561923618759,0.00142904147137202,0.0103693161634611
"GPR62",-1.02479135599196,-3.24741808334334,-1.48696584381292,0.00144699360867997,0.0104606919436386
"MRGPRF",-1.01575339839657,-3.245943776482,-1.49135059481165,0.00145399198418312,0.0104996187714652
"KCNJ32",-1.60538996290566,-3.24218021140632,-1.50253607486309,0.00147200040276335,0.0106178772585136
"QPRT2",-1.03711873153196,-3.24148898224282,-1.50458922303827,0.00147533037901794,0.0106340375435935
"SLC10A41",-1.17699864769116,-3.23707629448805,-1.517687275736,0.00149675421298814,0.010764607768355
"PRAC21",-2.0092629488342,-3.23629016984358,-1.52001909280969,0.00150060114822131,0.0107882997466415
"ADRA1D",-1.08717703877628,-3.23600331717277,-1.52086983879764,0.0015020071646034,0.0107906727433069
"COL4A5",-1.05099224804227,-3.23478576277855,-1.52448013100694,0.00150798870055185,0.010821482149291
"TMEM88B1",-1.67766003666726,-3.23345694404237,-1.52841900745478,0.00151454214830539,0.0108605246850746
"CCDC178",-1.01955394620174,-3.23285044744609,-1.53021631720905,0.00151754206018881,0.0108731500413892
"SFRP1",-1.43389842188913,-3.22972251950588,-1.53948109385739,0.00153310171775408,0.010973455236099
"TENT5B",-1.0275622909398,-3.22873680314875,-1.54239913683555,0.00153803577530117,0.0109868773682611
"VIPR2",-1.13803823539076,-3.22858176472143,-1.54285803138817,0.00153881317216423,0.0109868773682611
"KY",-1.05312677396255,-3.22260719910646,-1.56052752210292,0.00156905097921497,0.0111227547493388
"RERGL",-1.24620160868376,-3.22254941645842,-1.56069827361192,0.00156934610275522,0.0111227547493388
"NPPC",-1.54086816695684,-3.22108810999791,-1.56501565140711,0.00157682688017026,0.0111555215201317
"PWWP3B",-1.45157540776382,-3.2161850689658,-1.57948915859255,0.00160216977117242,0.0112938792934325
"ACKR1",-1.21873824274668,-3.20972935666185,-1.59851702146054,0.00163611604911761,0.0114834049488409
"TMEM100",-1.15349765155501,-3.20832323057993,-1.6026571209276,0.00164359807689646,0.0115069551158328
"CCN5",-1.16622558475348,-3.20332319921305,-1.61736616268846,0.00167046179255746,0.0116449084746175
"NPAS4",-1.09942494104008,-3.20143971448986,-1.62290183599701,0.00168068661160595,0.0116934235300187
"POU3F3",-1.47376576392055,-3.1968866489718,-1.6362719343965,0.00170564446101724,0.0118268114510108
"BMPR1B",-1.0821126554242,-3.19550655876265,-1.64032132485445,0.00171327724215445,0.0118581947416949
"TBX101",-1.22953846129869,-3.19285362608408,-1.64810117537766,0.00172803887736286,0.0119149015570402
"PON32",-1.4739500605345,-3.19283991187807,-1.64814137840751,0.00172811549300584,0.0119149015570402
"GPR27",-1.09652410918367,-3.19179013913132,-1.6512183310091,0.00173398951852836,0.0119478931997839
"DIRAS2",-1.27165749540623,-3.18805944147732,-1.662146162507,0.00175501514766445,0.0120535329582204
"ALDOB1",-1.61920177582859,-3.18739495692549,-1.66409138694926,0.00175878483542452,0.0120720541402066
"VSTM2L",-1.20224649100073,-3.18189857625396,-1.68016812794636,0.00179025599336026,0.0122481621922183
"PRUNE2",-1.24060560672459,-3.17798965079799,-1.69158698555507,0.00181295505565802,0.0123731013046814
"ZCCHC12",-1.07285710085167,-3.17769664886397,-1.69244242061426,0.00181466723399023,0.0123761319847153
"FOXP2",-1.11127347242613,-3.17483162655467,-1.70080340653048,0.00183148849762928,0.0124646620282256
"CT45A101",-1.87808071263757,-3.16992053183971,-1.71512022917432,0.00186065991219414,0.0126192567151207
"FREM21",-1.41822819679839,-3.16864004601637,-1.71884994232089,0.00186833643917769,0.0126537331562489
"WDR17",-1.0789349666501,-3.16772636722356,-1.72151044553848,0.00187383191288642,0.0126645862561046
"RASA4B",-1.01869829127677,-3.16583525900068,-1.72701497034957,0.00188525399035412,0.0127285619639301
"TM6SF21",-1.18451793156306,-3.15894873971381,-1.74703573217417,0.00192739605698198,0.0129548359628896
"KRT27",-1.37724475172799,-3.15837949034228,-1.74868898318578,0.00193091840128335,0.0129670618988286
"MYOCD",-1.12023264417922,-3.15833273099015,-1.7488247732385,0.00193120799937982,0.0129670618988286
"TRPC71",-1.30879254923553,-3.15511695186453,-1.75815926934274,0.00195122146861071,0.0130718212415264
"RIPPLY2",-1.7313685506279,-3.15471456221591,-1.75932671128179,0.00195373924725903,0.0130823452374782
"MYL3",-1.33529630703045,-3.15250633296282,-1.76573108350136,0.00196761001182779,0.0131642164492018
"FCER1A",-1.40679781976529,-3.15060645392307,-1.77123805182474,0.00197961694306701,0.0132170202755202
"ADCYAP1R1",-1.27887989808944,-3.15053126750242,-1.77145592702631,0.00198009350404571,0.0132170202755202
"EZHIP1",-1.76541634380631,-3.14803078943587,-1.77869923870427,0.00199600325135213,0.0132812755037102
"ZNF536",-1.08939681391084,-3.14505422382034,-1.78731515116324,0.00201509670871206,0.0133739111381675
"FOLR11",-1.59322627115461,-3.14318168626513,-1.79273173396237,0.00202719490454709,0.0134404950210104
"ADGRG4",-1.06986844792524,-3.13939512349399,-1.80367633826248,0.00205186536891971,0.0135673432497551
"PLA2G12B1",-1.85890816662396,-3.1334330718235,-1.82088567412756,0.00209127438280697,0.0137764376233578
"FOXD3",-1.33996495726533,-3.13176365604211,-1.82569930691989,0.0021024342195418,0.0138363370866809
"HS3ST5",-1.3350342835591,-3.129514219926,-1.8321818533167,0.00211755870373496,0.0139120256944472
"RIMS1",-1.22745645807262,-3.12543614003455,-1.84392394529042,0.00214523572719842,0.0140256192506509
"MAGEB172",-1.61751442436611,-3.12315970645994,-1.85047272520183,0.00216083074207784,0.0140872596040806
"NKAIN12",-1.15646646591986,-3.12241134544563,-1.8526246814885,0.0021659803814154,0.0141114055623656
"PLA2G4F1",-1.04984746561899,-3.12203607048968,-1.85370363769509,0.00216856700936032,0.01412354336193
"ITLN22",-1.72598914024794,-3.12143528792196,-1.85543071758674,0.00217271393285397,0.0141411147900555
"ADRA2C",-1.11702209184386,-3.12040988255665,-1.85837779910554,0.00217980880060733,0.0141589643857087
"PIRT",-1.26055855217127,-3.11092500883826,-1.88559794077319,0.00224646004987924,0.0144667283779587
"NAT21",-1.69968557107114,-3.10797540977892,-1.89404811514746,0.00226756869345402,0.0145742293591187
"AMBP1",-1.03580569646096,-3.10259946635222,-1.90943143139289,0.00230651426526642,0.0147464303779021
"ARHGEF4",-1.11579115847266,-3.09984335703785,-1.91730905619518,0.00232671982104697,0.0148512897930072
"HOXA7",-1.00928600718087,-3.09542780252912,-1.9299170386923,0.00235943273811195,0.0150110063934834
"LRRIQ42",-1.0827114765547,-3.09197904320953,-1.93975356245813,0.00238527846483367,0.015140894424419
"GDPD21",-1.00045729437703,-3.08918921352118,-1.94770368569169,0.00240637736360147,0.0152401297080263
"PTPRN1",-1.10987968187768,-3.08860683399985,-1.9493624903947,0.00241080349716663,0.015258259877171
"NRSN1",-1.43469430220397,-3.08695576112992,-1.95406379312483,0.00242339275209912,0.0152888474751048
"NKX2-21",-1.57511107977776,-3.0864244667121,-1.95557614595254,0.00242745672624213,0.0153004895968492
"C11orf861",-1.73780850531646,-3.08489212562964,-1.95993674791837,0.00243921322647163,0.0153583880540322
"AGBL4",-1.12801895211616,-3.08475982147387,-1.9603131587486,0.00244023076182104,0.0153598401289858
"INSM11",-1.28382363712154,-3.08038432481802,-1.9727536793993,0.00247410411914739,0.0154898303918952
"NEXMIF",-1.12302483971348,-3.08034978488737,-1.97285182278345,0.00247437323438338,0.0154898303918952
"GAL3ST3",-1.16334876049172,-3.07690511901583,-1.9826348256166,0.00250134841312917,0.0155877889651614
"DRD12",-1.27074644239945,-3.07571667149472,-1.98600784809867,0.00251071803586061,0.0156171782479169
"MPPED1",-1.03949613750367,-3.0735065047554,-1.99227765837576,0.00252822911760498,0.015676144900423
"MEP1B2",-1.24874971825114,-3.07267879718082,-1.99462468804546,0.00253481601735298,0.0157020227999723
"VWA5B1",-1.24548196657262,-3.07253617659728,-1.99502904403206,0.00253595259288185,0.0157040795242579
"CCK2",-1.56158381445983,-3.06977385221517,-2.00285751048168,0.00255805928067927,0.015785214316472
"DUOX22",-1.65879299555902,-3.06884800508829,-2.00547999582112,0.0025655085216521,0.0158018809826846
"TMEM35A",-1.41047361182599,-3.06780339219911,-2.00843805702686,0.00257393739716077,0.0158487962319183
"GLP2R",-1.05519953487324,-3.06536220417357,-2.01534740463291,0.00259373495075376,0.0159405266069782
"MYH11",-1.47439449890161,-3.06169916213003,-2.02570595900996,0.00262370552369011,0.0160791548247746
"PCSK2",-1.40227112420301,-3.0603711969942,-2.02945857435627,0.00263464954471891,0.0161259719232889
"SLC7A42",-1.36270895462958,-3.05778793452135,-2.03675437314193,0.00265605958758014,0.0162061979024623
"KCNK2",-1.44042879974902,-3.05395397857453,-2.04757250337012,0.00268813167635046,0.0163599077359214
"TCF242",-1.30403316421603,-3.04319264819925,-2.07787378649382,0.00278007322741619,0.01677485556287
"WFIKKN2",-1.15646165773106,-3.04317842818687,-2.07791376453565,0.00278019661590678,0.01677485556287
"CHGA1",-1.86768566022058,-3.0430074014965,-2.07839457492369,0.00278168102781014,0.0167786254579191
"NMU2",-1.35164221313107,-3.04254392013024,-2.07969744922198,0.00278570745311168,0.0167975745264754
"SLC7A3",-1.36670424118876,-3.04231625662217,-2.08033736143545,0.00278768721497288,0.0167992796384858
"TCEAL6",-1.44859018662418,-3.0420159191749,-2.08118147991095,0.00279030093556056,0.0168096476097398
"FMN2",-1.24508796315213,-3.04085230343967,-2.08445120950006,0.00280044879984753,0.016849222638851
"SLITRK3",-1.39899225532969,-3.04072220009595,-2.0848167282666,0.00280158554203296,0.016849222638851
"BRINP21",-1.17880048328166,-3.03913929521041,-2.0892627206243,0.00281544988044279,0.0169143632552671
"AQP4",-1.43140959805073,-3.03882791685958,-2.09013706712992,0.0028181846193442,0.0169203769870745
"PGM5",-1.19678318237173,-3.03071424429258,-2.11289244064775,0.00289031419100927,0.0172631709590912
"C14orf39",-1.07877180649659,-3.02981147973341,-2.1154210065198,0.0028984440556096,0.0172905652571649
"RNF1822",-1.32971250163372,-3.02652294049775,-2.12462632818442,0.00292823771922345,0.0174416454200557
"SLC13A21",-1.85476463262373,-3.02550085517065,-2.12748557421552,0.00293755502025772,0.0174918048933528
"SYT10",-1.28254738726042,-3.02529093980066,-2.12807269972552,0.00293947198312215,0.0174978815610129
"TCF23",-1.22827274765782,-3.02501398250592,-2.12884728426331,0.00294200294262257,0.0175076083649543
"IGSF51",-1.09430342829044,-3.02365776032658,-2.13263941990607,0.00295442574103532,0.0175547750500056
"ROPN1B1",-1.12170912313337,-3.01915030934051,-2.1452319777169,0.00299606162277504,0.0177009567832834
"UGT1A51",-1.24418535895459,-3.01905977205662,-2.14548474444708,0.00299690344056436,0.0177009567832834
"ESRRG",-1.17271265240042,-3.0189984698673,-2.14565588732697,0.00299747355353578,0.0177009567832834
"EPHA7",-1.31168546422073,-3.01770447180919,-2.14926774633757,0.00300953114056795,0.0177364246173749
"CELF31",-1.10454912460349,-3.01312308557159,-2.16204455302168,0.00305258111011108,0.0179251897377431
"UPK3A1",-1.64109268834547,-3.01267404833105,-2.16329593286247,0.00305683097601175,0.0179354832017884
"SYN2",-1.09843617284187,-3.01265394005571,-2.16335196689577,0.0030570214161519,0.0179354832017884
"FAT3",-1.10298569296192,-3.01135806163197,-2.16696238832131,0.00306931741576882,0.0179855919058516
"TM4SF202",-1.89774841667556,-3.00920811614205,-2.17294929578828,0.00308981782389213,0.0180785833646734
"PPP1R42",-1.17978876057214,-3.00902869123031,-2.1734487664915,0.00309153438748641,0.0180832063857798
"PRSS512",-1.35512256090734,-3.00874704056277,-2.17423275337122,0.00309423072005747,0.0180935558492516
"THSD7B",-1.17175154136502,-3.00859105401955,-2.17466692092092,0.00309572496150451,0.0180954461703562
"KRT201",-2.07178418840382,-3.00851976037029,-2.17486535060557,0.00309640812587682,0.0180954461703562
"MB",-1.07751379927706,-3.0081077093776,-2.17601211994335,0.00310035928573436,0.0181131137079464
"MYOC",-1.86541353906647,-3.00670116162165,-2.17992560870877,0.00311388169589348,0.0181703607838998
"ZBTB16",-1.1024105540711,-3.00603398954943,-2.18178134266936,0.00312031480008118,0.0181970195944979
"RGMA",-1.12962521138913,-3.00515531966681,-2.18422480329899,0.00312880591833543,0.018235641301878
"PPP1R14D2",-1.08064348510957,-2.99838355232838,-2.20303506696695,0.00319496311033538,0.0185592531395689
"CST6",-1.56035708176989,-2.99820843727806,-2.20352099697883,0.0031966908681403,0.0185592531395689
"ERICH42",-1.59559807259438,-2.9943012114808,-2.21435673092308,0.00323546562562746,0.01872311104258
"STUM",-1.17949049465708,-2.99379501326835,-2.21575963718523,0.00324052062404666,0.0187468055900317
"CST5",-1.44037535349852,-2.99032622102214,-2.22536762207623,0.00327535677326756,0.0188979275369227
"ISX1",-1.99056623310633,-2.98780764950113,-2.23233750203503,0.003300865739767,0.0190001764596025
"IYD2",-1.21852831713704,-2.9834060862949,-2.2445059351385,0.00334588569736711,0.0192026883054715
"DCAF12L2",-1.43418815692519,-2.97740219175226,-2.26107862491362,0.0034082057030075,0.0194630682027511
"CMA1",-1.48152994912541,-2.97689275804341,-2.26248347155641,0.00341354242873852,0.0194707582310191
"CNN1",-1.34446923502452,-2.97356933474169,-2.271643149777,0.00344854700152724,0.0196302679856548
"DEFB1341",-1.26734065927244,-2.97250610531794,-2.27457160770357,0.00345981516989006,0.0196829298458421
"ARHGDIG1",-1.48020996548214,-2.97215753703572,-2.27553146987028,0.00346351668024362,0.0196925086168585
"SLC6A152",-1.22187279150929,-2.97008789793865,-2.28122864672385,0.00348556965961254,0.0197833190421568
"ONECUT11",-1.54449899714695,-2.96895456349921,-2.28434693686839,0.00349770050779988,0.0198233496549785
"VSIG21",-1.28980835805992,-2.96846314191532,-2.28569872237486,0.00350297258147055,0.0198359506288725
"ACTG2",-1.37822184055909,-2.96766929825058,-2.28788198284665,0.00351150453820018,0.019866973066994
"SSTR4",-1.20155507299291,-2.95850115651464,-2.31305920568427,0.00361143447618411,0.0203087264594174
"EPHA6",-1.23736824228057,-2.95513335189866,-2.32229046839082,0.00364879409820581,0.0204929383519187
"KLK14",-1.17046931883149,-2.95363794749249,-2.32638644217842,0.00366549643349083,0.0205739980692429
"CCKAR",-1.79388128780093,-2.94764880960032,-2.34277256769344,0.0037330961246381,0.0208546946928481
"CTSG",-1.40254788097343,-2.94609157506353,-2.34702830379513,0.00375085928499755,0.0209000920307928
"C8orf88",-1.01712833968687,-2.94261068137514,-2.3565339787356,0.00379084636733666,0.0210627754751051
"C17orf782",-1.18894559281677,-2.94079077331519,-2.36149985271244,0.003811908188851,0.021161728082532
"PLN",-1.10742300913594,-2.93908976131916,-2.36613884459471,0.00383169110345694,0.0212473802978341
"TUNAR",-1.26887492948659,-2.93613484877413,-2.37419182133701,0.0038662811948907,0.0213663484266907
"C2orf731",-1.07564181978476,-2.93479285807946,-2.37784676014279,0.00388208492761048,0.0214415437753336
"NKAIN21",-1.31734883454929,-2.93441309693032,-2.37888077882869,0.00388656787270952,0.0214602314872467
"GRIK3",-1.1886346508386,-2.93345347756032,-2.38149311533001,0.00389791701683142,0.0215046473294326
"GPC3",-1.15542070788192,-2.93217492962166,-2.38497248404902,0.0039130852943118,0.0215578639174914
"KRT71",-1.44005571645503,-2.93191087757753,-2.38569089317593,0.00391622466251485,0.0215690714412041
"DUOXA22",-1.85616242795541,-2.92344339301588,-2.40869808495876,0.00401812996708431,0.0220204444737883
"NKD21",-1.0622202551698,-2.92301480918486,-2.40986103237167,0.00402335203186893,0.0220347385830667
"IGFBPL12",-1.3947169552547,-2.92039130177826,-2.41697653595888,0.00405545397515221,0.0221608079902005
"REG41",-1.94757402183282,-2.91222537827685,-2.43908798562338,0.0041568837712743,0.0225948800700371
"VXN",-1.0142827972493,-2.91139553820827,-2.44133192939842,0.00416732041588527,0.0226453026719556
"FOXJ11",-1.73293228250888,-2.90906985575,-2.44761770997858,0.00419669792694499,0.0227479441366396
"KCNH82",-1.20224159684429,-2.90851772532133,-2.44910933606117,0.0042037001404083,0.0227764570704684
"PLA2G1B1",-1.18378487066924,-2.90592657873057,-2.45610617764188,0.00423670476797003,0.0229138931465799
"C14orf1801",-1.21681523999269,-2.90466144385357,-2.45952039559359,0.00425290549729135,0.0229706388914815
"TMEFF11",-1.14347663653195,-2.90268426468115,-2.46485356439538,0.00427833804370872,0.0230878850636302
"MORN5",-1.81744353523848,-2.89722991671969,-2.4795492051007,0.00434922168694147,0.0233606103762825
"TRIM43",-1.06922956318884,-2.89489204652399,-2.48584061085742,0.00437993224035158,0.0234827917533608
"DYDC21",-1.29659200114414,-2.89456676049752,-2.48671562553817,0.00438422094143647,0.0234901572936919
"PHYHIPL2",-1.1119458675468,-2.89218859369589,-2.49311020636189,0.00441569266906535,0.0236072049322067
"SERPINA41",-1.60988472899985,-2.88457057731551,-2.51356262049725,0.00451790433780572,0.0240220579595832
"SPAG172",-1.12355064828414,-2.88409962976696,-2.51482542005851,0.00452429361163699,0.0240429313927423
"MFSD6L2",-1.2443336010867,-2.88280530523349,-2.51829508000023,0.00454189613844003,0.0241036625139236
"CLDN61",-1.78686115892824,-2.88006579620294,-2.52563423912357,0.00457935975602136,0.0242418977546827
"RBM11",-1.16156903798507,-2.87930194704992,-2.52767948889989,0.00458985592376358,0.0242855510371215
"PDCL22",-1.60628754979508,-2.87919461366933,-2.52796684150635,0.00459133257082723,0.0242859621825591
"CER1",-1.22251199451707,-2.87732715774175,-2.53296486420942,0.00461709391048525,0.0244032104085463
"POPDC32",-1.20478815352068,-2.87291200311237,-2.54477002660724,0.00467852724984153,0.0246013398140239
"ARHGAP36",-1.17616154506692,-2.8701008870061,-2.55227793514643,0.00471803031257103,0.024742405607489
"HCN4",-1.11885645150157,-2.86808572725903,-2.55765598411239,0.00474653570194796,0.0248343542425852
"TFF11",-1.58668102278737,-2.86730757290567,-2.55973181905176,0.00475758515038704,0.0248696584227115
"ADAMTS8",-1.04297927170918,-2.86679144151387,-2.56110839474056,0.00476492695740569,0.024878837227822
"CSMD1",-1.0731155669745,-2.86642846677584,-2.5620763537113,0.00477009636229087,0.0248818536257822
"SORCS3",-1.22219639087929,-2.86220209260327,-2.57333895908302,0.00483066605789504,0.0251439388757476
"SLC39A51",-1.26995517206648,-2.85469103282348,-2.59331819499654,0.00494004756770159,0.0255633055339256
"CLCA11",-1.915607203125,-2.85130671509584,-2.60230511103327,0.00499006819072504,0.0257495051091893
"ABCC81",-1.00632326126488,-2.84917825348561,-2.60795228600679,0.00502176368834934,0.0258564147508627
"INHA2",-1.28096000744526,-2.84877540244893,-2.60902069606716,0.00502778331011362,0.0258800903032985
"CEACAM202",-1.38196707088148,-2.84859683704352,-2.60949423021288,0.00503045364039353,0.0258808982646661
"CASQ1",-1.13066632093453,-2.84795614862694,-2.61119304163573,0.00504004538847897,0.0259022237856032
"APOBEC12",-1.61582002970903,-2.84392679834086,-2.62186921831818,0.00510075269362303,0.0261453760049443
"SLC17A41",-1.59043950179249,-2.84207591140229,-2.62676881483753,0.00512886186693196,0.0262618716633381
"SLC30A8",-1.15834463273838,-2.84007309849415,-2.6320673788136,0.0051594376031535,0.0263672112632138
"ABCB5",-1.08655019236143,-2.83615455168428,-2.64242449553216,0.00521974152321696,0.0265323267686645
"NTSR12",-1.24339218213939,-2.83477776716086,-2.64606044738469,0.00524108163006712,0.0266061566546892
"GLYATL21",-1.17646708470736,-2.83122969272848,-2.65542329818479,0.00529644419950242,0.0267966585362063
"GRID21",-1.11812216544699,-2.8295863942813,-2.65975617616218,0.00532226588039805,0.0268715229486522
"BEX11",-1.59369509006721,-2.82836396343983,-2.66297789746616,0.00534154878418182,0.0269350680768696
"SHISA9",-1.09871830176749,-2.82707898476986,-2.66636312367735,0.00536188703374195,0.0269947570316247
"SLC15A12",-1.45873985747405,-2.82613542777077,-2.66884801307231,0.00537686632542527,0.0270492406716433
"CLDN101",-1.37844173942749,-2.82258035265451,-2.67820376957999,0.00543364789197128,0.0272926848181646
"MT1B1",-1.39914760059535,-2.82140730940258,-2.68128851479635,0.0054525033784936,0.0273662672781735
"SLC38A32",-1.10620722453299,-2.82023082769266,-2.68438115143639,0.00547147405593922,0.0274139529975305
"ADGRB3",-1.02313368906092,-2.81795406654036,-2.69036283709843,0.00550835771585915,0.027513620852917
"SLC18A3",-1.62192629622463,-2.81793642377637,-2.690409172697,0.00550864441278752,0.027513620852917
"CTAG1A2",-1.13400462869581,-2.81422254421798,-2.70015724817904,0.00556929917080917,0.0277668328263152
"CADM3",-1.22271244615989,-2.81354762218557,-2.70192752856502,0.00558038709755677,0.0278079080309448
"BARX1",-1.05884722759614,-2.81157396815586,-2.70710212762896,0.00561292675348706,0.027934400127821
"TMEM252",-1.47266534435733,-2.81102125675836,-2.70855066487995,0.00562207026136935,0.0279656446054201
"NPBWR1",-1.11374448186437,-2.81083021452781,-2.70905128610303,0.00562523383012771,0.0279703655987401
"LYPD6B",-1.07438508062964,-2.81065225347329,-2.70951760107232,0.00562818224047463,0.0279746598298509
"CD300LG",-1.03460258993159,-2.80620553592352,-2.72116085253994,0.00570231309375699,0.0282640058059302
"ASB41",-1.70026877628831,-2.80468911005081,-2.72512767994098,0.00572779604338919,0.0283542609614288
"GTF2A1L2",-1.17667609640537,-2.80338494200815,-2.72853772652955,0.00574979502974838,0.0284343169966199
"TRIM50",-1.21763979493818,-2.80274787224696,-2.73020297570125,0.0057605692215732,0.0284659621863006
"PPP1R14C2",-1.27334282109258,-2.8010123308836,-2.73473782340308,0.00579001425623249,0.0285825210590293
